Category,Complaint Description,Staff Assignment,Auto Priority,Auto Severity,text_length,word_count
Catering,The tea contains insects and is unsafe to eat.,Catering Staff,Medium,Medium,46,9
Unreserved Ticketing,I am reporting that my e-ticket was not accepted recognized by the tte and i was asked to pay again full fare which is unfair and wrong practice,TTE Staff,High,High,144,28
Punctuality,The train is running over 5 hours late behind schedule without any announcement explanation or information given to waiting passengers about delay,Station Master,High,High,146,22
Corruption,The railway staff is giving preferential treatment to certain passengers who pay extra money which is discrimination and corruption against honest passengers,Station Master,High,High,157,22
Unreserved Ticketing,I am reporting that the tte is demanding extra money bribe to allot me the confirmed seat despite having valid confirmed ticket which is corruption and illegal,Station Master,High,Critical,159,27
Staff Behaviour,I am reporting that the housekeeping cleaning staff rudely refused to clean the toilet when requested politely multiple times despite it being their primary duty,Housekeeping Staff,Medium,Medium,161,25
Water Availability,The water coming out has a very foul smell and appears dirty contaminated and unfit for drinking or washing purposes definitely,Maintenance Staff,High,Critical,127,21
Staff Behaviour,The railway employee used extremely foul abusive language with elderly passengers who asked for help with luggage at the station platform,Station Master,High,High,137,21
Staff Behaviour,The TTE ticket checker was extremely rude arrogant when I politely asked simple question about my seat allocation and spoke very disrespectfully,TTE Staff,Medium,Medium,144,22
Punctuality,The emergency brakes were applied very suddenly causing many passengers to fall and some suffered injuries due to unexpected stop This needs urgent attention.,Station Master,High,Critical,158,24
Miscellaneous,Mobile cellular network connectivity issue on this route is extremely bad with no signal making it impossible to make emergency calls for help,Station Master,Low,Low,142,23
Medical Assistance,A passenger has suddenly collapsed and needs immediate medical emergency attention but there is no doctor available on this coach,Station Master,High,Critical,129,20
Passengers Behaviour,People are dangerously hanging out of the open train door which is extremely dangerous and could result in accidents or deaths easily,TTE Staff,High,Critical,133,22
Security,I urgently need the RPF helpline emergency contact number as I am in immediate danger and need assistance but cannot find information displayed This needs urgent attention.,RPF Security,High,Critical,172,27
Medical Assistance,Someone is having a severe heart attack chest pain and we urgently need a doctor and medical help immediately to save life,Station Master,High,Critical,122,22
Miscellaneous,Wrong announcement was made at station about train arrival time platform causing passengers to miss the train and face significant inconvenience This needs urgent attention.,Station Master,Medium,Medium,173,25
Bed Roll,The bedding material quality is very extremely poor cheap and does not feel clean or comfortable to use for sleeping purposes during journey,Housekeeping Staff,Low,Low,140,23
Unreserved Ticketing,The reservation chart is not displayed on the coach board making it impossible for passengers to locate their seats and causing confusion chaos,TTE Staff,Medium,Medium,143,23
Coach - Maintenance,The door lock mechanism is broken and the sliding door keeps opening on its own while train is moving creating dangerous safety hazard,Maintenance Staff,High,Critical,134,23
Electrical Equipment,The light in the coach is faulty and cannot see.,Maintenance Staff,High,Critical,48,10
Passengers Behaviour,Passengers are eating strong smelling food like fish and spreading very bad odor throughout the entire coach making others feel nauseous This happened during my recent journey.,TTE Staff,Low,Low,176,27
Miscellaneous,The train route was diverted to different path without informing passengers in advance causing confusion and making people miss their planned station stops,Station Master,High,High,155,23
Electrical Equipment,The ceiling fan in the coach is not working at all and it is extremely hot stuffy inside making it very uncomfortable for passengers This happened during my recent journey.,Maintenance Staff,High,High,172,30
Medical Assistance,A diabetic patient needs insulin injection medicine immediately but there is no medical facility or first aid kit available in coach This needs urgent attention.,Station Master,High,High,161,25
Staff Behaviour,The attendant refused to provide any assistance when called repeatedly despite seeing me struggling with heavy luggage and needing help,TTE Staff,Medium,Medium,135,20
Coach - Maintenance,I am reporting that the folding tray table is broken and will not lock in place properly and keeps falling down making it useless for eating or working,Maintenance Staff,Low,Low,151,28
Security,Unauthorized ticketless people are sleeping on the floor of the coach blocking the pathway and refusing to leave despite requests,TTE Staff,Medium,Medium,129,20
Water Availability,The water tap is broken damaged and water is gushing out continuously non-stop wasting large quantities and flooding the floor area,Maintenance Staff,High,High,131,21
Medical Assistance,Someone is having severe allergic reaction anaphylaxis and needs emergency medication injection immediately to prevent death or serious complications,Station Master,High,Critical,149,19
